KL10,KL12,KL14,KL16,KL18,KL20
0.18691148427269927,0.17719927909957622,0.17292219402728976,0.17036451710457756,0.17432559150673355,0.17639877034797255
0.10052217967766623,0.08424270848364018,0.07298338108804803,0.06885849916713047,0.06719667665820186,0.06999770485441958
0.05439941821810802,0.04825785482362709,0.044027055599872786,0.043134498965248395,0.045045559492606885,0.050804376381213504
0.05426247119250084,0.041330002609244215,0.03205000570224614,0.02758212140072003,0.02540213227181904,0.025180857674524104
0.03303676791273112,0.025517741639848972,0.02131666593509354,0.020025048417211606,0.020733647576155447,0.022702755267668788
0.017136680160150478,0.014533518995508345,0.013582286486170688,0.014151661647356085,0.016403320423106958,0.021027279085624385
0.012784143217156665,0.012135510660827749,0.013120808433820508,0.014291718783029633,0.016158946092417862,0.01846919426823096
0.014431482469569181,0.011010367893225473,0.00861524376725374,0.007484790235502357,0.007558158025647271,0.008168057238964119
0.013954819004032112,0.010572257805864025,0.00798799952192166,0.00679533183894649,0.006326261420592896,0.006365318840042117
0.007804830546788696,0.006963847410021012,0.007330090963691027,0.00813871260857015,0.009580519830241942,0.011286273564436287
