KL10,KL12,KL14,KL16,KL18,KL20
0.10635734433805175,0.09610612211607326,0.08864970916323216,0.08422352665286499,0.08152881565492907,0.08050402248290275
0.044987186133761445,0.0409102600253957,0.038466507091613554,0.03635488220665265,0.035398578522047794,0.03636121239294203
0.04193124444849089,0.040326661801055694,0.037862346929912485,0.037280415855539845,0.037784502645070925,0.04062267280565127
0.018068580234217015,0.01618418590879056,0.016199163494217964,0.016833035539383978,0.018539549447757372,0.021409104726398436
0.01484775346071684,0.012431688191388852,0.010971610318534596,0.010620088824326275,0.010147284522945157,0.011156083328852104
0.01085781506942276,0.009683006568624147,0.008298710706658864,0.008167511478626042,0.008401097624609697,0.009615912781757788
0.009921308339303152,0.008969551042369742,0.007957815745380774,0.007458804418760299,0.0073083802161829185,0.007697078967648682
0.013835513274678222,0.012026864519562518,0.010966993896345204,0.010135350257034765,0.009706449022590508,0.010820865375108797
0.007599807096363073,0.006838681822957005,0.00599822728056111,0.0055864073615869755,0.0052600531446596495,0.005151464415484955
0.004456937622918775,0.003932691511932797,0.004016742480372348,0.004541050801045101,0.004668011787948933,0.005392553260175197
