KL10,KL12,KL14,KL16,KL18,KL20
0.2462989292128858,0.22916815498669862,0.21504057265194526,0.20220677369752862,0.1934994978197973,0.18978487768323546
0.13132778411594348,0.11434465450578746,0.11186356433195097,0.11000167673427781,0.11033459893992408,0.11030240731146557
0.14725249971297213,0.11384773279260539,0.09759841005323011,0.08819677796926167,0.08396598479725895,0.082899088067208
0.07424206544316556,0.06719538232779636,0.0656872081616238,0.0675680388572169,0.07172408816740458,0.07434037810188546
0.041973842824796735,0.040018561111043204,0.04227005485537145,0.044912012385240375,0.04994959313273615,0.05604776922472784
0.033450199844664366,0.02648973870445637,0.026985776788579528,0.028946393063200664,0.030644530405299845,0.03433245562959065
0.024950797777047163,0.01959096993949493,0.018630969204161137,0.019075122695145025,0.02121997757346232,0.02258836549087525
0.0239432249282564,0.017590102828218147,0.015030089757311587,0.013804494941244696,0.013635350314479861,0.0144103172321608
0.01411126080831809,0.01040798446333624,0.009306374433899754,0.009820797837502851,0.011496240292384262,0.013176907417580546
0.017158779757138542,0.01294751882312255,0.010281728577473198,0.008908630398440339,0.008973564769420373,0.008823209261273788
