KL10,KL12,KL14,KL16,KL18,KL20
0.14546092289286,0.1382420805329692,0.13911030267807628,0.1386538426806943,0.14230180710328627,0.14194401207339233
0.06900892962558706,0.06746861894357058,0.06791961700921598,0.07080793171821015,0.07291233436795039,0.07555022575691331
0.04623424243413974,0.04613740320130463,0.046494466888794675,0.04723689371491104,0.05046787256781555,0.05646576182023999
0.023585844752299613,0.022701045885909755,0.02373759240987231,0.02456440371617531,0.026781424870648017,0.030852737492295883
0.01459140911717339,0.012020676278494473,0.010805405615316663,0.01041100362889471,0.011242605321281648,0.013667312153962862
0.010267894668813216,0.0073049245866843365,0.005756587538509222,0.005717712789658003,0.006989111598495579,0.009453070577271074
0.008458371310726345,0.006065699710884209,0.004638519645918463,0.004154386199922011,0.004489700343570834,0.0057889312633117775
0.006821192116244495,0.005449757660289362,0.004918901993713506,0.005081529308580828,0.005892199625489271,0.007616979881053856
0.009246146319877916,0.008707437209299318,0.008744340185858271,0.009698051359799533,0.012212304893174444,0.016821918620011336
0.004559325892711049,0.0032695088137779985,0.002530571986649137,0.0023330845551241823,0.0028885227264141165,0.004274777737900343
