KL10,KL12,KL14,KL16,KL18,KL20
0.2433695905340954,0.23268999053072148,0.22390930695633632,0.22197886967780184,0.21660327633651888,0.21825837146083377
0.1275358931222637,0.11681798106994871,0.11222084417182418,0.10581005959864774,0.10438742651587432,0.11030749386401048
0.06296819213243406,0.05632428325270545,0.050712349252133526,0.04894911017817639,0.04743667362874487,0.047586793000750666
0.033371824672381124,0.031214197684464373,0.030165154853202432,0.030710695522561372,0.03169313416628785,0.032119254937441014
0.02228058962291106,0.019140079365204867,0.017405360864354104,0.01701947112576794,0.017000711939728207,0.01692607398828738
0.02056668346554189,0.017103896346894364,0.014807661525512428,0.013370151203131021,0.012513200446484792,0.012647252625177052
0.01646632882247558,0.012821415145628111,0.010802962982130949,0.009530131888603724,0.009278432440567662,0.00923358555628717
0.011228332114029207,0.008883444134981008,0.007699362879131619,0.007286118228590356,0.007306214878246489,0.007416478838914072
0.011003330631781206,0.008873749919923124,0.007538398430880515,0.006592334427290057,0.006026288141563364,0.00569417792898464
0.014589994005993626,0.012394331070517725,0.011147002139683036,0.010249834965308796,0.009862350371955276,0.010470563333242084
