KL10,KL12,KL14,KL16,KL18,KL20
0.16964828105994714,0.16155447407739718,0.15000000552111215,0.14657829373866638,0.14913443120610703,0.14676715040984872
0.07738850448667389,0.06292476515114524,0.055714975070430155,0.051606053958337325,0.04989176130988649,0.05211475004198155
0.036495856858965885,0.029719121103239543,0.02654720401317611,0.02509910324814287,0.026331908177711104,0.028299774225337228
0.021947468029994754,0.01849394024636501,0.01693145076719908,0.016461329032647295,0.017897710049430072,0.019371772328362645
0.021118235342333095,0.01623947861427027,0.01266077305753223,0.011025284382275923,0.010642678749649203,0.011932301593096658
0.013976062645926681,0.011208910745049582,0.008977532508511563,0.00782253712223556,0.00777270581170934,0.00795242049350645
0.01366413078888857,0.01077776679581592,0.008674054422328461,0.007006430897696922,0.006753061036593462,0.006912089374381929
0.008437496232289805,0.007482130092349388,0.0066906766360522426,0.006705681176222914,0.007230408939175721,0.007798180694304069
0.007269537917457597,0.005821095614027436,0.0044831693660855685,0.003957143845990973,0.004233323163539917,0.0046092940998978095
0.012324443687262921,0.009851066111521017,0.007839159335833668,0.006543825118403147,0.0058148748403663245,0.005758009757312075
