KL10,KL12,KL14,KL16,KL18,KL20
0.08690110671951842,0.08006981481542583,0.07816376391092687,0.0795894011637689,0.08383749157730731,0.09195067198473957
0.062107134190375966,0.06988547143649046,0.07728881776658116,0.08043405866827728,0.08336476198003438,0.08605735077158992
0.030965113154034683,0.02714188578208245,0.024291835791559874,0.023625257959181384,0.024954784370818866,0.034960318261993965
0.014728336604775433,0.016070519645511216,0.0198837207610787,0.02082571510632833,0.02220741622710977,0.0250531051350719
0.00927343279225685,0.008341927267375418,0.00799677013908553,0.007098985817488618,0.007121180780606822,0.008646830501832353
0.013853920576895367,0.01398057907035555,0.014308716010273654,0.013394448699905262,0.013185987387641408,0.016185366978404957
0.004678473182321065,0.0038806442189322312,0.00383914596213217,0.003960641976943739,0.003900952305782212,0.0047059087183400124
0.005760572244104901,0.005220296126920748,0.00492083211658865,0.004552643402320131,0.003905896104223096,0.0037794308547813397
0.0049765823367176245,0.0042008405426187095,0.003924279171016955,0.00401497786056074,0.003780867917687461,0.0037065267264430094
0.002371313944372298,0.0017970550435264033,0.001649239563956047,0.0018217298394686485,0.002347766413682352,0.0032720535967164467
