returns
-6.242610865312331
-55.63524165974284
-32.02291780618283
-4.629600373091431
-3.970351428347971
-7.723788968919898
-9.237262370178472
-8.847920439086563
-8.483207296898573
-6.58151058582812
-5.592076974695604
-3.7171152269854315
-3.2523864680305574
-4.853569651298868
-4.711584583579356
-3.618350191701421
-1.9767734466662255
-1.7235764251741288
-1.9878066447359382
-2.093427891682638
-1.8617973033767659
-1.5555300855299328
-1.440841037578907
-1.098808985802031
-1.258106285270144
-1.1186965628895373
-0.8277690823915371
-0.8267906963704481
-1.1867136870521269
-0.8566523856921288
-0.9224339235384963
-1.1399612584519627
-0.766365747033694
-1.308655999281057
-1.2349075697090308
-1.0479194942118115
-0.9680307050014046
-0.8357483839244984
-0.6365257077354247
-0.8256048492301027
-0.6785144271043916
-0.5350367986025802
-0.6935986347164493
-0.4858844739284573
-0.586283055005266
-0.7183699266496915
-0.6215329249480243
-0.7443589768265719
-0.4699213839557902
-0.5443004057977192
-0.5620714649415705
-0.4398943356275334
-0.516375303753527
-0.5226135991323694
-0.4599166615999447
-0.5398308723748679
-0.4330287258926868
-0.6060483346462664
-0.4649838932061299
-0.691745219400805
-0.5608874699531918
-0.37538186261524414
-0.36943712042471955
-0.46747925186866374
-0.4000482279716232
-0.5008885666748221
-0.5049251474092006
-0.45593269695023836
-0.3992352122093701
-0.391006610221691
-0.40118438817715485
-0.4989172815254716
-0.46395164906161873
-0.38026956828584524
-0.3669306356628902
-0.392267482813005
-0.3379663741127346
-0.3894694006173673
-0.39637842598832
-0.3452948985026151
-0.349502631421388
-0.4518198964140804
-0.466891932219539
-0.301398087777761
-0.3529357755080499
-0.36090696587173826
-0.453997559845664
-0.4340247025257172
-0.39174642547951893
-0.5119491191436224
-0.42408770295151055
-0.4802998669172844
-0.3511807996023718
-0.5412140331346758
-0.356349598250302
-0.3677660543074287
-0.3641382792559372
-0.38900627243949
-0.3306008324889135
-0.37623521535546794
-0.39049037173109946
-0.3822585036031881
-0.3456280202564161
-0.3331093404133647
-0.4082541756461369
-0.3705124733683828
-0.3854116653892174
-0.38847650401772993
-0.2633303726310626
-0.40294094947384296
-0.3026809177654912
-0.2891018652024546
-0.3414475887027872
-0.4478378619599006
-0.41096149300746593
-0.4077189635464884
-0.42883041329095617
-0.30054734393725696
-0.3383681107347953
-0.44694638995627456
-0.3659911760917546
-0.3485527009947881
-0.3245316676999994
-0.3336551130941575
-0.29300524545046946
-0.36111323104925747
-0.3151689347154653
-0.3740220723832895
-0.3493766240945285
-0.3278281275767234
-0.30770335303351765
-0.3415644251956236
-0.34942565929307773
-0.33290039409065453
-0.35598960211779335
-0.3456012316245654
-0.3428395560590378
-0.3088559799086263
-0.40225660580583067
-0.3608322064080857
-0.4185879810816691
-0.3273494019025477
-0.3533574723255152
-0.34489142181272736
-0.29640048305699773
-0.34746585649517003
-0.2657671738430672
-0.4081706730366635
-0.34044173620463813
