KL10,KL12,KL14,KL16,KL18,KL20
0.20729117876447023,0.19613879366095244,0.19330759880711218,0.1914562911950205,0.18987262504772048,0.1826129286789593
0.10926067897148159,0.09238433206933899,0.08320616204500099,0.07484370905419559,0.07130498393080052,0.06903240270360832
0.05959689593145644,0.054105787196838506,0.053759997741762384,0.05342639642546086,0.055263947936328314,0.05737300596890865
0.040514169674542785,0.03385285334949057,0.030162940830666066,0.027731190701210585,0.027948426249083797,0.028793584319630795
0.024631155865815952,0.023459997499049316,0.02374139776718594,0.02450472808260559,0.02617306869818188,0.028499348393230418
0.020338094218002725,0.017067995006078276,0.015205645663864434,0.014336126756629191,0.01627534443982013,0.020865783204262807
0.01575788450977961,0.013240993004061646,0.011414756965276064,0.010785941419622797,0.011402933073873751,0.012725742134048776
0.014947406261351529,0.012511725105084567,0.010962966065716465,0.009906583805637045,0.009911284878360805,0.010806832317322584
0.011506005747712182,0.009293171846012376,0.007407366317877809,0.006702923124213967,0.0068876495850289715,0.007441724216826191
0.01016339526421302,0.008249200589348157,0.006676836689096115,0.006008335859873429,0.005865787625705474,0.0063369694245716795
